id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia
340;2021-10-31T19:18:27Z;Hombre cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);251 - 500;Nacional;10;Analista;Plazo Fijo;Full time;Payroll / Liquidación de sueldos;0;7;7;7;195000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Posgrados, Reintegros en capacitación;No recibo bono;No tuve ajustes;40;Octubre;Si, en proyectos ad honorem;Tango;Recursos Humanos;No;NA;3;Sí, activamente;Home office;NA;Empatía;No;De acuerdo;0.2;De acuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Presencial 100%;Febrero 2022;No aplica;3 días;Mixta;Muy instatisfecho;3
341;2021-10-31T19:19:09Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;251 - 500;Nacional;6;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;0;0;3;130000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Préstamos, Reintegros en capacitación;Un sueldo;2 ajustes;35;Octubre;No;SAP / SuccessFactors;Recursos Humanos;No;0;5;No,  pero escucho ofertas;Charter;Por qué no convivía con mi novio;Empatía;No;Ni de acuerdo ni en desacuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;Ya volvimos 100%;De la empresa;1 día;Mixta;Algo insatisfecho;5
342;2021-10-31T20:30:08Z;Hombre cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Tucumán;Relación de Dependencia;Alimentación, bebidas;1.001 - 2.500;Nacional;20;Analista;Indeterminado;Full time;Reclutamiento y selección;0;2;2;2;97500;Comedor / Almuerzos, Reintegros en capacitación;Un sueldo;2 ajustes;65;Agosto;No;BAS Laboro;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Combustible, vacaciones extendidas y horarios flexibles;Ninguna fuera de lo normal;Gestión;No;Ni de acuerdo ni en desacuerdo;0.1;En desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Muy satisfecho;3
343;2021-10-31T20:50:25Z;Prefiero no responder;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Costa Rica;NA;Relación de Dependencia;Transporte marítimo, puertos;1 - 50;Multinacional;4;HRBP;Plazo Fijo;Full time;Generalista;0;0;0;8;1450000;Medicina prepaga / Plan de salud, Frutas y snacks;Menos de un sueldo;No tuve ajustes;0;Enero;No;Enlatado propio;Recursos Humanos;Si;0.1;3;Sí, activamente;Home Office;NA;Oportunidad;Si;Ni de acuerdo ni en desacuerdo;0.2;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Presencial 100%;Enero 2022;De la empresa;No aplica;Teletrabajo;Algo satisfecho;4
344;2021-10-31T20:51:52Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;5.001 - 10.000;Multinacional;90;Analista;Indeterminado;Full time;Relaciones laborales;0;0;0;6;183000;Medicina prepaga / Plan de salud, Abono de celular, Charter / Servicio de transporte, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;30;Agosto;No;Workday;Recursos Humanos;Si;0.1;3;No,  pero escucho ofertas;Días de home;Si tuve COVID;Desarrollo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
345;2021-10-31T21:39:49Z;Mujer cis;36 - 40;Universitario completo;Administración de Empresas;Universidad Pública;Costa Rica;NA;Relación de Dependencia;Comercio;101 - 250;Nacional;1;Jefe;Plazo Fijo;Full time;Generalista;120;5;5;5;525000;Préstamos;No recibo bono;1 solo;2;Enero;No;No tenemos sistema de gestión;Recursos Humanos;No;NA;5;No,  pero escucho ofertas;Capacitación, formación profesional, flexibilidad de horarios;NA;Gestión;Prefiero no responder;De acuerdo;0.2;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;Si;No;Presencial 100%;No aplica;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;5
346;2021-10-31T21:41:17Z;Mujer cis;25 - 30;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;4;Analista;Indeterminado;Full time;People Experience;0;2;0;1;150000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;1 solo;25;Julio;No;No tenemos sistema de gestión;People;Si;0.6;5;No estoy buscando cambiar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
348;2021-10-31T21:55:31Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Alimentación, bebidas;10.001 o más;Multinacional;3;HRBP;Plazo Fijo;Full time;Generalista;0;3;3;17;600000;Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Home office, Seguro de vida (adicionales a los de ley);Un sueldo;1 solo;1.8;Octubre;No;SAP / SuccessFactors;Recursos Humanos;No;0;5;Sí, activamente;Salario comprtitivo;Xxx;Vocacion;No;Ni de acuerdo ni en desacuerdo;0.2;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;No esta definido;De la empresa;3 días;Mixta;Algo insatisfecho;5
349;2021-10-31T22:51:03Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;101 - 250;Multinacional;6;Director;Indeterminado;Full time;Generalista;6;0;0;15;480000;Medicina prepaga / Plan de salud, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas;Dos sueldos;2 ajustes;42;Octubre;No;SAP / SuccessFactors;People & Culture;Si;0.5;4;No,  pero escucho ofertas;Flex time;NA;Personas;No;Prefiero no responder;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No se;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Noviembre 2021;De la empresa;2 días;No hubo ingresos;Muy satisfecho;3
350;2021-10-31T23:01:07Z;Mujer cis;36 - 40;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;1.001 - 2.500;Multinacional;9;HRBP;Indeterminado;Full time;Generalista;1;4;4;7;96000;Medicina prepaga / Plan de salud, Abono de celular, Home office;No recibo bono;1 solo;19;Abril;No;SAP / SuccessFactors;Recursos Humanos;Si;0.2;2;Sí, activamente;NA;NA;Servicio;No;Ni de acuerdo ni en desacuerdo;0.2;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No se;No;NA;NA;NA;NA;NA;NA;NA;NA
351;2021-10-31T23:01:15Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Uruguay;NA;Relación de Dependencia;Otros;101 - 250;Multinacional;2;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;1;5;61800;No tengo beneficios adicionales;No recibo bono;1 solo;3;Enero;No;No tenemos sistema de gestión;Desarrollo de personas;Si;0.2;3;No estoy buscando cambiar;Horarios felixibles - felixibilziar con teletrabajo;NA;Complejo;No;Ni de acuerdo ni en desacuerdo;0.6;En desacuerdo;No tengo ninguna discapacidad;No se;Si;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo satisfecho;5
352;2021-10-31T23:16:53Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Comercio;10.001 o más;Multinacional;100;Auxiliar;Indeterminado;Full time;Relaciones laborales;0;0;0;2;370000;Tarjeta de descuento, Home office;No recibo bono;No tuve ajustes;0;Enero;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
353;2021-10-31T23:35:48Z;Mujer cis;25 - 30;Universitario completo;Administración de Empresas;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Otros;1 - 50;Multinacional;2;Analista;Plazo Fijo;Full time;Generalista;0;1;1;2;600000;Horarios flexibles;No recibo bono;No tuve ajustes;0;NA;No;Zeus;Talento Humano;No;NA;3;Sí, activamente;Work from other Offices/places;NA;Servicio;No;Ni de acuerdo ni en desacuerdo;0.1;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Presencial 100%;Ya volvimos 100%;De la empresa;1 día;Presencial;Algo satisfecho;4
354;2021-10-31T23:45:07Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de correos y de telecomunicaciones;5.001 - 10.000;Nacional;20;Analista;Indeterminado;Full time;Generalista;0;1;1;5;93000;Medicina prepaga / Plan de salud, Home office;No recibo bono;1 solo;23;Agosto;No;Nexus, Avature;Recursos Humanos;No;0;3;Sí, activamente;Viernes flex, mas días de home office;NA;Tiempo de mejora;Prefiero no responder;Ni de acuerdo ni en desacuerdo;0.4;En desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De la empresa;2 días;Mixta;Muy instatisfecho;3
355;2021-10-31T23:58:21Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;2;Responsable;Indeterminado;Full time;Generalista;1;5;5;7;160000;Abono de celular, Combustible;Un sueldo;3 o más ajustes;35;Noviembre;Si, en emprendimiento no relacionado con RRHH;Bejerman;Recursos Humanos;No;0;4;No estoy buscando cambiar;Home office;Ninguna, solo una vez se levanto una persona de una entrevista grupal y se fue;Estrategia;No;Ni de acuerdo ni en desacuerdo;0.6;De acuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;No aplica / Prefiero no responder;5
356;2021-11-01T00:44:50Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Comercio;101 - 250;Nacional;4;Analista;Indeterminado;Full time;Reclutamiento y selección;0;4;4;10;1000000;Horarios flexibles, Licencias extendidas, Home office;No recibo bono;1 solo;1;Enero;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
357;2021-11-01T01:55:20Z;Mujer cis;25 - 30;Universitario completo;Administración de Hoteles y Restaurantes;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Comercio;501 - 1.000;Multinacional;3;Administrativo;Indeterminado;Full time;Asistente administrativo;0;8;3;3;470000;Tarjeta de descuento, Abono de celular;Un sueldo;No tuve ajustes;0;Enero;Si, en emprendimiento relacionado con RRHH;Soin;Recursos Humanos;No;0.4;2;Sí, activamente;Programas de capacitación, seguros médicos, plan de carrera;Cuantos hijos planeas tener?;Engranaje;Si;Ni de acuerdo ni en desacuerdo;0.4;Totalmente de acuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De la empresa;No aplica;Presencial;Algo insatisfecho;4
358;2021-11-01T02:50:51Z;Hombre cis;36 - 40;Universitario completo;Ingeniería Industrial;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;5.001 - 10.000;Multinacional;35;Superintendente;Indeterminado;Full time;RH y Gestión ( RH, RL, SO, CERTIFICACIONES;5;11;5;7;1680000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Combustible, Comedor / Almuerzos;Un sueldo;1 solo;5;Agosto;No;HRIS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
359;2021-11-01T07:49:21Z;Hombre cis;31 - 35;Maestría en curso;Ingeniería Industrial;Universidad Pública;Guatemala;NA;Relación de Dependencia;Alimentación, bebidas;5.001 - 10.000;Nacional;20;Gerente;Indeterminado;Full time;Compensaciones y beneficios;2;2;2;6;38500;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Préstamos, Seguro de vida (adicionales a los de ley);Un sueldo;1 solo;5;Mayo;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Capital Humano;No;0.2;4;No,  pero escucho ofertas;NA;NA;NA;No;Ni de acuerdo ni en desacuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No aplica;De la empresa;NA;Mixta;No aplica / Prefiero no responder;3
360;2021-11-01T09:30:30Z;Mujer cis;36 - 40;Terciario abandonado;No estudié en la Universidad;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;300;Analista;Contractor (para otros países);Full time;Reclutamiento y selección;0;0;0;1;95810;Medicina prepaga / Plan de salud;No recibo bono;1 solo;8;Octubre;No;Workday;Recursos Humanos;Si;0.3;2;Sí, activamente;Ajustes por inflacion, prepaga, reintegro por conectividdad, gimnasio.;Como test, me pidieron que haga una busqueda y que escribiese los pasos exactos, para una posicion que la empresa tenia abiera en ese momento y claramente no estaban pudiendo encontrar.;Subestimado;No;Totalmente de acuerdo;0.6;Totalmente de acuerdo;Obesidad;No;No;Si;En evaluación;No esta definido;De la empresa;No aplica;Teletrabajo;Algo insatisfecho;5
361;2021-11-01T10:02:59Z;Mujer cis;41 - 45;Diplomado de posgrado completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Nacional;22;Director;Indeterminado;Full time;Generalista;21;9;9;20;300;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Frutas y snacks, Home office, Idiomas;Dos sueldos;2 ajustes;40;Julio;Si, en emprendimiento no relacionado con RRHH;HC Work;Capital Humano;No;0.4;4;No,  pero escucho ofertas;combustible;no recuerdo;Talento;No;Totalmente de acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;Si;Voy rotando entre la oficina y el teletrabajo;Mixto;Marzo 2022 en adelante;De la empresa;3 días;Mixta;Algo satisfecho;4
362;2021-11-01T10:50:11Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Comercio;51 - 100;Nacional;1;Responsable;Indeterminado;Full time;Todos los departamentos;55;0;5;5;800000;Horarios flexibles, Combustible, Idiomas;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Codisa;Talento Humano;No;NA;5;No,  pero escucho ofertas;Preparacion academica y plan de seguros;NA;Pasión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
363;2021-11-01T10:57:12Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Servicios de consultoría;51 - 100;Nacional;2;Jefe;Indeterminado;Full time;Generalista;1;1;0;10;15000;No tengo beneficios adicionales;No recibo bono;2 ajustes;50;Junio;No;Tango;Talento Humano;No;0;3;No,  pero escucho ofertas;bonos, flexibilidad;no recuerdo;gestion;No;Totalmente de acuerdo;0.5;Totalmente en desacuerdo;Motriz;No;no en el actual;No;Mixto;Ya volvimos 100%;No aplica;2 días;Presencial;No aplica / Prefiero no responder;3
364;2021-11-01T11:00:19Z;Mujer cis;25 - 30;Universitario en curso;Ciencias de la Comunicación;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;5;Analista;Indeterminado;Full time;Comunicación interna;0;0;0;6;130000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Home office;Dos sueldos;2 ajustes;20;Octubre;No;Meta4;People & Culture;Si;0.1;3;No,  pero escucho ofertas;Reintegros por guardería/jardín, conectividad, viernes flex;Ninguna;Gestión;No;Totalmente de acuerdo;0.4;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;No esta definido;De la empresa;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;4
365;2021-11-01T11:37:48Z;Mujer cis;25 - 30;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;2;Responsable;Indeterminado;Full time;Generalista;1;6;22;7;90000;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;45;Septiembre;No;Digio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
366;2021-11-01T11:44:03Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;7;Analista;Monotributista;Full time;Reclutamiento y selección;0;0;0;2;40000;Horarios flexibles, Vacaciones extendidas, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;4;No estoy buscando cambiar;NA;NA;NA;No;De acuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Si;Remoto 100%;No aplica;No aplica;No aplica;Teletrabajo;No aplica / Prefiero no responder;5
367;2021-11-01T11:50:07Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Industrias químicas;10.001 o más;Multinacional;30;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;4;200000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;50;Octubre;No;SAP / SuccessFactors;Recursos Humanos;Si;0.5;4;No estoy buscando cambiar;Pago de posgrado o certificaciones. Pago de internet;NA;NA;No;De acuerdo;NA;En desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Enero 2022;De la empresa;4 días;Teletrabajo;Algo satisfecho;5
368;2021-11-01T11:50:10Z;Mujer cis;25 - 30;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Venezuela;NA;Relación de Dependencia;Servicios de correos y de telecomunicaciones;501 - 1.000;Nacional;22;Responsable;Indeterminado;Full time;Compensaciones y beneficios;1;6;3;7;500;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;400;Octubre;No;SAP / SuccessFactors;Recursos Humanos;No;NA;3;Sí, activamente;Seguro de vida, actividades recreativas, capacitación;Que si llevo años en pareja, porque no he tenido hijos;Dinamismo;No;Ni de acuerdo ni en desacuerdo;0.2;En desacuerdo;No tengo ninguna discapacidad;No;No;NA;NA;NA;NA;NA;NA;NA;NA
369;2021-11-01T11:59:24Z;Mujer cis;31 - 35;Diplomado de posgrado completo;Actuario;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;4;Gerente;Indeterminado;Full time;People analytics;3;6;1;6;300000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Combustible, Equipamiento ergonómico de teletrabajo, Home office, Posgrados;Dos sueldos;2 ajustes;45;Septiembre;Si, en emprendimiento no relacionado con RRHH;propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
370;2021-11-01T12:17:28Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;60;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;1;80000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Frutas y snacks, Gimnasio, Home office, Idiomas, Posgrados, Préstamos, Reintegro en electricidad;Un sueldo;3 o más ajustes;30;Noviembre;No;SAP / SuccessFactors;Talent;Si;0.7;5;No estoy buscando cambiar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
371;2021-11-01T13:19:05Z;Mujer cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Uruguay;NA;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Multinacional;32;HRBP;Indeterminado;Full time;Capacitación y desarrollo;1;0;0;10;150000;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Home office, Reintegros en capacitación;No recibo bono;No tuve ajustes;0;Julio;No;No tenemos sistema de gestión;People &Culture;No;0;4;No,  pero escucho ofertas;Balance laboral/familiar real;La hago ¿Si tuvieras que conocer a una persona, famosa en vida o no, quién sería y por qué?;Personas;No;De acuerdo;0.1;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;No esta definido;De común acuerdo;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;4
372;2021-11-01T13:32:55Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Otros;5.001 - 10.000;Multinacional;8;Analista;Plazo Fijo;Full time;Reclutamiento y selección;0;0;0;2;1098340;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Charter / Servicio de transporte, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Préstamos, Seguro de vida (adicionales a los de ley);No recibo bono;No tuve ajustes;0;Septiembre;No;Workday;Talento Humano;Si;0.8;5;No,  pero escucho ofertas;NA;NA;NA;No;Totalmente de acuerdo;0.6;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;Algo satisfecho;5
373;2021-11-01T13:47:49Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Servicios de correos y de telecomunicaciones;5.001 - 10.000;Multinacional;30;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;3;2;6;117000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular;Dos sueldos;3 o más ajustes;40;Octubre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
374;2021-11-01T15:11:15Z;Mujer cis;25 - 30;Universitario en curso;Administración de Empresas;Universidad Pública;Costa Rica;NA;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Multinacional;50;Administrativo;Plazo Fijo;Full time;Reclutamiento y selección;0;0;3;4;1400000;Medicina prepaga / Plan de salud, Home office, Seguro de vida (adicionales a los de ley);No recibo bono;No tuve ajustes;0;NA;No;Workday;Recursos Humanos;Si;0.7;1;Sí, activamente;Home office, pago de internet, seguro privado, seguro de vida;"NA";Departamento encargado de la satisfaccion del personal hacia la empresa;No;Totalmente de acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;Muy instatisfecho;4
375;2021-11-01T15:29:04Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Costa Rica;NA;Relación de Dependencia;Servicios de salud;251 - 500;Multinacional;20;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;4;1300000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Charter / Servicio de transporte, Equipamiento ergonómico de teletrabajo, Home office, Asociacion Solidarista, cobertura de medicamentos.;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Workday;Talent Acquisition - Global Talent Solutions;Si;0.9;4;No estoy buscando cambiar;Bono, plan de seguro cubierto 100% por la empresa, menos dias de trabajo en la oficina, pago del internet en casa;Si seria promovido al siguiente nivel en los proximos 5-6 meses cuando obtuviera los años de experiencia requeridos para ese nivel;pasion;No;De acuerdo;NA;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;No aplica;No aplica;No aplica;Teletrabajo;No aplica / Prefiero no responder;4
376;2021-11-01T15:54:51Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Comercio;501 - 1.000;Multinacional;5;Jefe;Indeterminado;Full time;Capacitación y desarrollo;0;10;8;13;210000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office;Dos sueldos;2 ajustes;43;Octubre;No;SAP / SuccessFactors;Gestión de Personas;No;0;3;No,  pero escucho ofertas;homeoffice;No recuerdo;Escucha;No;De acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;De la empresa;No aplica;Teletrabajo;Muy instatisfecho;3
377;2021-11-01T16:18:01Z;Hombre heterosexual;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;1 - 50;Nacional;1;Analista;Indeterminado;Full time;Generalista;0;5;5;10;108000;Medicina prepaga / Plan de salud, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;15;Marzo;No;Cronox XXI fichadas;Recursos Humanos;No;0;3;Sí, activamente;Bonos, evaluación de desempeño, adicionales por producción, descuentos en eventos, servicios en internet, etc;no recuerdo;gestión;No;De acuerdo;0;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;Si;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De común acuerdo;3 días;No hubo ingresos;Algo satisfecho;4
